	RSSUBMTHAIRY1	RSCONMTHAIRY3	RSSUBMTHAIRY3	RSCONMTHAIRY4	RSSUBMTHAIRY4	INRNACONMTHAIRY1	INRNACONMTHAIRY2	INRNACONMTHAIRY3	INRNACONMTHAIRY4	INRNASUBMTHAIRY1	INRNASUBMTHAIRY2	INRNASUBMTHAIRY3	INRNASUBMTHAIRY4	TOTCONMTHAIRY1	TOTCONMTHAIRY2	TOTCONMTHAIRY3	TOTCONMTHAIRY4	TOTSUBMTHAIRY1	TOTSUBMTHAIRY2	TOTSUBMTHAIRY3	TOTSUBMTHAIRY4	TRACONMTHAIRY1	TRACONMTHAIRY3	TRACONMTHAIRY4	TRASUBMTHAIRY1	TRASUBMTHAIRY3	TRASUBMTHAIRY4
Medtr0007s0060	2	2	5	9	0	16	8	15	12	36	17	69	29	5	0	0	22	28	2	34	116	63	28	77	0	0	66
Medtr0007s0070	0	1	0	1	0	2	0	5	1	2	0	1	0	0	0	0	22	0	0	0	0	0	0	0	0	0	7
Medtr0007s0080	2	0	4	2	0	10	2	4	5	19	9	18	14	8	0	0	20	11	1	46	95	0	19	57	0	0	46
Medtr0007s0090	1	0	0	2	0	2	0	0	1	3	0	4	1	0	1	0	39	0	0	1	3	0	0	0	0	0	19
Medtr0007s0140	5	4	12	9	5	2	13	12	0	33	28	29	13	5	0	1	2	406	179	388	75	0	79	27	0	0	60
Medtr0007s0150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Medtr0007s0160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr0007s0220	2	0	10	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr0007s0250	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr0007s0290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr0007s0310	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	6	0	0	0	6	0	0	0	0	0
Medtr0007s0320	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr0007s0330	0	8	5	20	1	5	0	4	1	6	4	13	1	107	27	1	217	63	66	0	100	0	0	15	0	0	128
Medtr0007s0380	0	3	9	7	0	3	0	0	0	3	0	0	0	2	0	0	63	0	2	0	87	0	0	0	0	0	68
Medtr0007s0390	12	24	93	71	7	61	63	120	53	160	82	171	70	612	588	2303	726	1281	1010	2116	1460	670	114	700	605	77	985
Medtr0007s0410	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr0007s0440	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr0007s0450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr0007s0480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr0007s0520	7	0	4	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr0008s0030	1	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Medtr0008s0060	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr0008s0110	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr0008s0120	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Medtr0008s0130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr0008s0160	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr0008s0170	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr0008s0180	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr0008s0210	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	5	1	0	0	0	0	0	0	1	0	0	0
Medtr0008s0230	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0
Medtr0008s0280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr0008s0310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr0008s0340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr0008s0390	0	3	3	1	0	0	0	1	1	0	0	0	0	0	0	0	3	0	0	0	40	0	0	0	0	0	0
Medtr0008s0430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr0008s0460	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr0008s0470	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
Medtr0009s0020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr0009s0040	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr0009s0050	18	19	37	22	6	11	23	10	15	52	34	56	22	416	321	22	292	450	84	171	933	48	306	132	0	59	222
Medtr0009s0080	1	1	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr0009s0100	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr0009s0120	113	125	546	288	107	92	91	76	72	298	214	370	173	2203	2874	1188	3514	4857	4225	10249	8935	1984	876	1734	3419	517	5534
Medtr0009s0150	2	4	29	9	5	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr0009s0190	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr0009s0230	1	5	5	3	0	1	2	2	4	1	0	1	0	0	0	0	55	71	78	1	0	0	0	0	0	0	0
Medtr0009s0240	10	25	68	66	4	13	18	8	13	43	16	34	16	247	69	385	290	613	388	290	359	382	0	157	0	35	575
Medtr0009s0250	0	5	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr0009s0270	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0
Medtr0009s0290	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
Medtr0009s0330	0	0	1	7	0	1	0	1	0	0	0	2	0	0	0	0	0	0	0	0	22	0	0	1	0	0	0
Medtr0009s0340	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr0009s0350	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr0009s0370	55	106	384	110	49	11	15	16	7	44	41	52	43	525	495	654	987	1017	932	2224	2881	175	0	96	1067	43	1428
Medtr0009s0380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0
Medtr0009s0390	42	315	405	782	58	81	109	90	62	76	58	125	51	1549	3078	1810	2364	628	1874	3371	2154	2618	557	2052	489	168	1388
Medtr0009s0400	0	2	2	8	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	1	0	0	0	0
Medtr0009s0410	0	7	7	8	0	0	0	0	0	0	1	0	0	5	0	0	34	0	0	0	0	60	80	0	0	0	18
Medtr0009s0480	11	174	67	404	18	13	4	9	9	10	6	12	9	403	670	451	1651	337	444	109	391	929	1021	1310	6	42	90
Medtr0009s0490	0	0	0	0	0	0	4	0	0	1	1	0	0	29	0	14	0	0	30	0	2	0	0	0	0	0	0
Medtr0009s0500	0	0	3	0	1	0	2	0	0	0	0	1	4	9	13	0	8	0	46	0	115	0	0	0	0	0	0
Medtr0010s0050	0	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Medtr0010s0110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr0010s0130	1	5	12	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr0010s0190	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr0010s0200	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr0010s0210	0	0	0	0	0	2	7	3	2	5	0	4	2	24	167	0	11	11	0	0	5	0	0	0	0	0	0
Medtr0010s0220	10	51	57	101	8	67	76	51	76	70	62	134	31	127	304	541	292	328	295	685	245	1	2	120	0	30	89
Medtr0010s0230	0	0	0	0	0	4	4	2	0	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr0010s0270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr0010s0290	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr0010s0310	1	0	1	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr0010s0320	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr0010s0350	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr0010s0360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr0010s0370	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr0010s0390	0	0	0	0	0	0	1	0	0	3	0	1	0	0	162	0	0	0	0	0	0	0	0	0	0	0	0
Medtr0010s0400	0	14	14	23	0	3	11	4	2	14	13	12	3	167	475	36	304	0	62	102	151	177	0	10	0	0	60
Medtr0011s0020	0	18	8	66	2	3	3	1	0	0	0	0	0	14	9	157	117	0	0	0	2	0	0	0	0	0	0
Medtr0011s0100	0	1	1	1	0	1	2	8	4	0	1	5	1	0	1	0	1	0	1	1	0	0	0	0	0	0	1
Medtr0011s0210	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	5	0	0	0	0	0	11
Medtr0011s0260	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	12
Medtr0011s0270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr0011s0280	6	3	4	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr0011s0290	0	1	1	0	0	0	0	0	0	1	0	2	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0
Medtr0011s0300	3	0	5	7	0	6	8	5	11	17	8	20	1	162	70	1	116	37	287	473	100	0	0	0	7	0	52
Medtr0011s0310	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	15	0	0	0	2	0	0	0	0	0	0
Medtr0011s0320	68	258	374	492	82	10	14	9	18	40	31	26	19	856	1607	1439	1602	725	946	1560	1566	796	280	879	1257	78	956
Medtr0011s0330	5	25	76	72	2	4	6	1	8	14	8	5	9	226	321	7	495	65	161	48	471	431	86	289	0	0	283
Medtr0011s0340	0	0	0	0	0	5	17	7	10	8	8	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr0012s0070	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Medtr0012s0090	5	47	103	100	13	13	11	6	13	18	8	11	0	55	237	144	243	224	86	285	266	0	0	66	0	0	60
Medtr0012s0100	5	4	12	21	3	1	5	1	2	6	7	1	0	79	25	127	47	154	0	0	76	0	0	23	0	0	33
Medtr0012s0110	6	19	64	89	6	11	13	11	24	23	16	36	11	226	12	53	250	108	235	322	321	431	0	142	222	0	247
Medtr0012s0140	2	0	0	2	2	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Medtr0012s0150	5	14	16	20	6	54	64	57	82	100	55	125	31	71	187	180	163	50	135	132	160	125	149	23	12	8	46
Medtr0012s0160	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	5	0	0	0
Medtr0012s0170	1	2	4	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr0012s0220	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr0012s0240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr0012s0280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr0012s0290	7	12	8	16	0	23	11	35	24	28	6	26	4	78	298	0	245	92	144	216	177	0	0	0	0	0	36
Medtr0013s0060	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr0013s0070	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr0013s0080	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr0013s0100	4	10	32	14	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr0013s0120	8	10	16	7	14	8	4	11	9	6	10	5	9	71	0	0	90	1	20	0	93	0	51	27	0	2	4
Medtr0013s0130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr0013s0150	10	59	72	94	7	19	33	23	17	27	11	22	10	620	1151	1027	1501	819	227	840	1369	991	330	738	1599	12	512
Medtr0013s0190	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr0013s0230	11	79	250	176	19	13	1	2	0	6	10	9	1	76	24	12	90	27	163	87	86	1	471	0	7	3	12
Medtr0013s0270	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr0013s0290	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr0013s0330	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr0013s0400	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr0014s0010	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr0014s0040	0	0	0	0	1	15	16	21	38	23	16	39	11	137	0	185	88	198	2	16	203	136	0	0	229	0	2
Medtr0014s0110	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr0014s0120	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr0014s0140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr0014s0150	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr0014s0180	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	2	60	0	0	0	0	0	0	0	0	0
Medtr0014s0200	0	0	0	0	0	3	0	0	1	3	1	7	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0
Medtr0014s0210	1	3	2	5	1	6	8	9	11	19	2	7	5	10	4	19	2	0	0	0	40	0	0	0	0	0	23
Medtr0014s0220	0	7	19	5	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr0014s0250	1	0	5	0	1	27	31	18	9	47	13	47	16	1	0	0	2	28	54	0	0	12	0	0	0	0	0
Medtr0014s0260	0	0	0	0	3	15	14	8	20	23	7	11	7	0	0	0	38	0	0	36	0	0	0	0	0	0	0
Medtr0014s0300	0	0	0	0	0	5	9	6	3	16	6	11	4	19	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr0014s0310	0	0	3	0	0	24	26	37	56	42	6	44	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr0014s0350	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr0014s0390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr0014s0410	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr0014s0420	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr0014s0440	11	28	77	68	18	10	13	8	10	8	3	10	2	170	161	14	310	20	97	1	45	252	1	166	286	12	104
Medtr0014s0490	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr0015s0020	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr0015s0030	2	2	14	3	2	2	0	4	0	1	1	6	2	0	0	0	21	145	0	100	8	0	0	0	0	0	42
Medtr0015s0060	2	0	2	1	0	1	0	7	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr0015s0090	0	0	1	0	1	1	0	1	0	0	0	7	0	38	0	0	15	2	0	0	2	0	0	124	0	0	0
Medtr0015s0100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr0015s0110	4	8	11	19	5	9	9	5	0	10	6	18	2	97	353	368	529	232	215	454	273	156	0	248	2	0	147
Medtr0015s0120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0
Medtr0015s0130	10	175	209	389	26	2	5	6	4	7	5	2	8	368	167	251	305	174	79	612	121	268	3	353	278	0	180
Medtr0015s0140	0	25	15	27	2	18	19	4	14	14	8	26	20	407	1098	1137	969	248	198	636	387	140	224	135	0	1	182
Medtr0015s0160	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr0015s0170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr0015s0230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr0016s0010	2	7	3	9	1	3	0	0	0	0	2	1	0	35	42	0	118	53	9	0	125	0	0	0	0	0	17
Medtr0016s0020	0	2	0	0	0	1	0	0	2	6	1	2	2	0	90	0	0	31	1	1	74	1	0	0	0	0	0
Medtr0016s0030	1	16	19	33	13	4	4	4	18	8	6	16	7	134	18	231	316	247	297	283	189	4	0	69	7	0	77
Medtr0016s0040	0	0	0	0	0	2	1	0	0	0	0	0	2	0	0	60	15	0	0	0	42	0	0	0	0	0	0
Medtr0016s0050	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	105	0	0	1	0	20
Medtr0016s0060	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr0016s0150	1	1	0	3	1	0	2	0	0	2	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr0016s0170	0	0	0	0	0	1	0	1	0	0	0	3	0	66	0	0	69	11	1	0	46	0	0	0	0	0	2
Medtr0017s0080	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr0017s0090	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr0017s0100	0	3	2	5	1	0	0	0	0	0	0	0	0	11	9	4	35	31	0	0	0	58	0	1	0	0	14
Medtr0017s0160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr0017s0190	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr0017s0200	0	0	0	0	0	147393	120468	146227	95845	206473	80994	140220	46301	1208	1949	1554	1216	993	886	2047	1178	863	353	208	122	37	757
Medtr0017s0230	0	1	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr0017s0240	0	0	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Medtr0017s0270	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr0017s0290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr0018s0050	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr0018s0090	4	42	50	78	13	56	72	48	52	80	51	117	30	729	1660	1838	1612	534	683	853	2040	287	425	943	102	47	679
Medtr0018s0170	70	8	418	14	107	18	38	28	11	459	357	543	217	106	39	2	109	2028	2221	835	1757	0	1	0	479	142	967
Medtr0018s0220	0	1	0	0	0	1	0	0	0	2	1	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0
Medtr0018s0230	0	4	5	1	0	2	0	2	0	3	1	3	0	0	0	0	162	173	103	0	4	0	0	162	0	0	0
Medtr0018s0240	0	0	2	1	0	0	0	0	0	0	0	1	0	0	0	0	7	0	1	0	0	0	0	2	0	0	13
Medtr0018s0260	42	139	222	288	31	48	34	39	33	45	29	55	18	2074	2240	2805	2407	1217	2339	1843	2702	1260	1498	1859	2119	78	2009
Medtr0018s0290	11	49	48	80	2	5	7	8	8	18	8	21	6	335	307	856	622	135	288	386	199	2	156	168	59	12	326
Medtr0018s0300	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr0018s0310	8	2	13	9	3	1	0	0	0	0	0	0	0	20	26	0	0	0	0	0	0	0	0	0	0	0	0
Medtr0018s0320	7	83	97	112	19	5	0	2	1	5	1	4	4	40	89	2	374	117	31	42	63	2	29	103	207	1	187
Medtr0019s0010	0	0	0	1	0	0	0	3	0	5	0	9	0	39	0	0	14	0	208	0	0	76	0	0	0	0	0
Medtr0019s0020	4	27	35	34	5	18	12	13	11	46	16	63	8	40	1	131	260	40	0	1	76	136	3	322	0	1	44
Medtr0019s0040	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr0019s0060	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr0019s0070	2	11	11	25	1	5	4	6	10	11	8	7	8	93	246	407	121	86	165	10	55	44	0	0	0	0	0
Medtr0019s0080	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr0019s0090	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr0019s0100	1	0	2	4	0	0	3	0	0	0	0	0	0	7	0	0	8	47	0	0	10	1	0	0	16	0	3
Medtr0019s0110	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr0019s0120	39	201	188	391	37	37	30	26	43	38	31	25	33	724	1852	1179	1293	626	1119	1023	530	477	1315	716	493	90	520
Medtr0019s0130	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr0019s0150	1	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr0019s0160	0	6	8	7	0	1	9	1	0	3	1	2	0	133	427	894	180	8	192	300	230	74	229	7	2	8	45
Medtr0019s0170	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr0019s0180	0	0	0	0	0	3	4	0	0	1	2	2	2	39	0	0	56	16	102	39	14	0	0	0	0	0	0
Medtr0019s0190	0	0	0	1	0	2	3	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr0019s0210	1	0	0	1	3	4	2	5	1	2	1	8	2	5	0	0	6	0	0	0	0	0	14	0	0	0	0
Medtr0019s0270	0	1	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr0019s0290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0
Medtr0019s0310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	9	0	0	0	99	0	0	0	0	0	0	0
Medtr0019s0320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr0019s0330	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr0019s0340	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr0020s0020	11	18	23	48	3	31	38	19	27	38	29	33	13	425	422	185	771	741	379	368	545	191	368	858	88	5	117
Medtr0020s0050	1	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr0020s0100	1	1	0	0	0	0	0	0	0	0	1	0	0	9	0	0	0	0	0	0	1	0	0	0	0	0	0
Medtr0020s0120	2	1	3	3	0	1	0	0	0	0	0	2	0	0	0	0	50	90	0	0	22	0	45	60	212	42	67
Medtr0020s0130	23	106	149	208	16	39	23	29	11	94	24	72	27	464	753	357	752	483	660	507	673	227	0	342	520	54	296
Medtr0020s0150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr0020s0170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	33	0	0	4	0	0	0	0	0	0
Medtr0021s0120	795501	152145	1019582	1125462	735931	509753	672319	708546	447215	788579	587365	638504	641938	227869	431084	260833	249087	187894	218946	349256	284248	367074	215784	605661	359532	41972	715713
Medtr0021s0130	0	0	0	0	0	98584	87797	96198	64691	125432	53499	85002	32007	936	1636	1226	1029	734	614	1556	948	460	222	192	98	40	583
Medtr0021s0140	259	103	582	669	427	15105	13541	15966	15610	17817	5761	9211	4597	87	238	134	166	73	49	226	116	11	0	0	0	0	138
Medtr0021s0160	41	36	129	61	62	12882	15863	20875	13216	14491	12978	17661	13090	21164	30247	24020	19952	15017	21837	30550	20278	22913	14613	22990	17034	2272	30054
